Day,OVT_house,OVT_park,OVT_street,ADT_house,ADT_park,ADT_street,Temperature,Pluviosity
0,44.00030548838636,303.1158481558796,0.0,3.2104975734261547,120.33891787184417,0.0,22.264034722225,74.07499999999999
30,42.78751407188662,343.9462568205837,0.0,0.0,0.0,43.760058241943014,21.515932291650003,44.25
60,0.0,196.4659106904528,225.07405215355374,0.0,61.872981278684605,13.872338923349783,21.61761356705,56.825
90,0.0,426.2233796020088,97.9332878566998,0.0,1.6599219677730124,24.90041574808125,21.9946545139,29.35
120,0.0,87.5206992595296,189.68217086696845,0.0,0.0,26.830769179611274,20.112675347225,15.5
150,15.244050238873601,0.0,0.0,2.4654264371051533,0.0,0.0,16.99557291665,7.4
180,0.0,0.0,95.23471040179949,0.0,0.0,12.029353234567592,14.6279704861,9.5
210,0.0,120.69524145761646,83.88963635645283,0.0,0.0,3.72981378890741,17.369467361125,0.0
240,1.5479621028023942,152.2681699001107,0.0,0.14461888224269137,0.5470912339175157,0.0,12.62690399305,2.425
270,12.611725992625418,240.85756894333167,0.0,1.7857500169012355,0.0,0.0,21.784699652775,5.025
300,0.0,259.3762092774283,104.92992887474585,0.0,81.58609842641884,1.642768930025494,19.2101388889,50.8
330,0.0,123.66715600951984,304.6853181483537,0.0,23.074137189025265,20.70722445913528,19.5051875,16.349999999999994
360,0.0,85.44353476715608,324.9594359654893,0.0,40.10470172397378,32.99189616836497,21.220934027775,13.8
390,0.0,0.0,330.95916545573726,0.0,0.0,47.12860484501937,21.220934027775,25.35
420,0.0,50.990303269085395,303.7422294284383,0.0,171.09315189148847,3.4965215395172327,21.800505208325,101.66666666666669
450,0.0,0.0,291.33112093511573,0.6191442948120057,71.17988313872355,16.210710115012173,20.9493454861,126.73333333333332
480,0.0,0.0,286.22988275482,0.5809013899266892,36.1345108877877,23.015356734797354,21.745991319450003,60.25
510,0.0,122.59390361987073,125.85810094193049,0.0,0.0,27.15223193992422,17.081934027775002,101.66666666666669
540,0.48590086903296636,212.3904043324078,37.938635572274215,0.0,19.842678308459906,1.6796674807029635,16.664553819425,53.666666666666664
570,3.1564809404013587,0.0,96.28921378975812,0.0,29.908838772495436,0.0,14.4416152778,0.0
600,0.0,0.0,163.58732356893523,0.0,0.0,15.13299298451213,14.53413090275,4.65
630,0.0,0.0,111.20519977986051,0.0,0.0,6.802628227073535,19.573223958325,12.85
660,0.0,0.0,279.6359654596704,0.0,45.46239179467983,10.307176028767572,21.381890624999997,47.2
690,0.0,179.48745969388634,272.70651573237814,0.0,0.0,22.71357472153417,20.706642361125,40.8
720,7.190778177232416,333.5862827805358,180.63573084080662,0.0,0.0,23.039415241186283,22.0278420139,42.95
750,56.27986578693482,0.0,0.0,5.700197116759431,0.0,0.0,22.1687534722,37.849999999999994
