Day,OVT_house,OVT_park,OVT_street,ADT_house,ADT_park,ADT_street,Temperature,Pluviosity
0,112.76323391130128,36.725929180519195,0.0,0.12357717951393518,0.4565230660862224,0.0,29.546000000000003,46.5
30,0.0,0.0,202.85838456682208,0.0,0.0,0.2512699362118251,28.270000000000003,169.0
60,47.45197492705942,221.68499774196835,0.0,0.06753462472665554,0.06087600097768754,0.0,28.45857142854,84.3
90,37.919620127194676,72.81527504209437,0.0,0.0,0.0,0.12155330432131704,27.53666666663,73.1
120,0.0,164.8420750392821,179.0663810964874,0.0,0.0,0.25007612541964486,28.521428571460003,9.0
150,0.0,324.71177006463256,225.71735711094254,0.009041296596907429,0.3324045770626082,0.03001534785432006,29.942,25.4
180,0.0,200.34814715223462,101.64476381094579,0.0,0.0,0.06691399792422272,31.711428571460004,5.5
210,14.524368142654597,71.68914470581552,0.0,0.0,0.0,0.08987205049141563,33.141428571460004,0.0
240,0.0,44.702835439954804,147.15099861724087,0.0,0.0,0.15905801871360833,32.193333333370006,20.0
270,52.892140090276285,474.6381064669645,0.0,0.0,0.07120094138308827,0.13062209981173478,30.43333333337,63.2
300,0.0,130.30040310645063,313.6910862557046,0.0,0.0,0.40115105504996057,29.385714285730003,17.5
330,56.85868324395673,71.14146808494554,2.788638381776296,0.0,0.0,0.20934925343957944,28.191428571460005,133.7
360,37.974103312444626,135.3448264698435,0.0,0.0,0.0,0.4174340811094234,28.356428573000002,100.9
390,7.1134510439531695,0.1323453760859174,122.91972616236535,0.0,0.0,0.13212272162329328,28.419285719,128.3
420,0.0,0.0,103.98376525164647,0.0,0.0,0.05263069550681681,28.639285719000004,41.599999999999994
450,0.0,15.461617996633223,52.67759724731829,0.0,0.0,0.033587716276622444,29.629285719000002,33.6
480,0.0,0.0,48.44248554160139,0.004493050901611757,0.07733999939921554,0.0,29.024285719,13.600000000000001
510,0.0,759.587548981171,0.0,0.0001568154409111605,0.0,0.015690080901556873,30.320714281,17.1
540,0.0,0.0,102.7770666411276,0.0,0.0,0.033587716276622444,30.187142854000005,13.9
570,0.0,0.0,98.26624376498141,0.0,0.0,0.0,30.367857146000002,4.200000000000001
600,26.429179724993283,0.0,0.0,0.0,0.0,0.0,29.802142854000003,0.7000000000000002
630,0.0,0.0,94.7865448008988,0.0,0.0,0.0,30.784285719000003,0.0
660,0.0,222.93001590645383,64.31227950246853,0.0,0.0,0.03437833216195863,29.205000000000002,28.4
690,0.0,0.0,185.28127010852964,0.0,0.0,0.0,28.309285719000002,26.2
